,NC_004337.2,NC_007606.1,NC_009614.1,NC_009615.1,NC_011740.1,NC_013204.1,NC_013717.1,NC_014933.1,NC_015160.1,NC_015164.1,NC_018011.1,NC_021021.1,NZ_AAVN02000001.1,NZ_AAVN02000003.1,NZ_AAVN02000004.1,NZ_AAVN02000005.1,NZ_AAVN02000006.1,NZ_AAVN02000007.1,NZ_AAVN02000008.1,NZ_AAVN02000009.1,NZ_AAVN02000016.1,NZ_AAVN02000020.1,NZ_AEJV01000028.1,NZ_AEJV01000246.1,NZ_AEJW01000021.1,NZ_AEJW01000163.1,NZ_AEJW01000306.1,NZ_AEJW01000341.1,NZ_AEJX01000050.1,NZ_AEJX01000155.1,NZ_AEJX01000176.1,NZ_AEJX01000246.1,NZ_AEJX01000265.1,NZ_AEJX01000276.1,NZ_AEJX01000301.1,NZ_AEJX01000337.1,NZ_AEJZ01000349.1,NZ_AEKA01000058.1,NZ_AEKA01000116.1,NZ_AEKA01000159.1,NZ_AEKA01000251.1,NZ_AEKA01000280.1,NZ_AEKA01000367.1,NZ_AEME01000001.1,NZ_AENZ01000025.1,NZ_AMJQ01000014.1,NZ_AMJQ01000197.1,NZ_AMJQ01000318.1,NZ_AMJQ01000548.1,NZ_AP012324.1,NZ_AP012327.1,NZ_AUFI01000007.1,NZ_AVPG01000064.1,NZ_BAHQ02000188.1,NZ_BAHQ02000189.1,NZ_BAHQ02000612.1,NZ_BAHQ02000613.1,NZ_BAIK02000046.1,NZ_BAIK02000111.1,NZ_BAIK02000120.1,NZ_BAIK02000136.1,NZ_BAIK02000165.1,NZ_BAIK02000193.1,NZ_BAIV01000011.1,NZ_BAKK01000002.1,NZ_BAKK01000003.1,NZ_BAKK01000014.1,NZ_BAKK01000020.1,NZ_BAKK01000045.1,NZ_BAKK01000046.1,NZ_BAKK01000075.1,NZ_BAKK01000092.1,NZ_BAKL01000004.1,NZ_BAKL01000028.1,NZ_BAKL01000139.1,NZ_BAKL01000171.1,NZ_BAKL01000192.1,NZ_BAKL01000202.1,NZ_BBNB01000009.1,NZ_CAPH01000007.1,NZ_CAPH01000016.1,NZ_CBVI010000060.1,NZ_CBVI010000158.1,NZ_CCAE010000085.1,NZ_CDPR01000774.1,NZ_CDPR01001263.1,NZ_CP007034.1,NZ_CP011531.1,NZ_CP012801.1,NZ_CP012937.1,NZ_CP012938.1,NZ_CP014768.1,NZ_CP015401.2,NZ_CP015406.2,NZ_CP016019.1,NZ_CP017279.1,NZ_CP018757.1,NZ_CP019962.1,NZ_CP022412.2,NZ_CP024282.1,NZ_CP024885.1,NZ_CVPG01000005.1,NZ_CYGY02000107.1,NZ_CYGY02000121.1,NZ_CYUC01000001.1,NZ_CYUC01000002.1,NZ_CYUC01000034.1,NZ_CYUC01000055.1,NZ_CYZH01000002.1,NZ_CYZH01000006.1,NZ_CYZH01000007.1,NZ_CYZH01000008.1,NZ_CZAG01000001.1,NZ_CZAG01000002.1,NZ_CZAG01000003.1,NZ_CZAG01000004.1,NZ_CZAG01000005.1,NZ_CZAG01000006.1,NZ_CZAG01000007.1,NZ_CZAG01000008.1,NZ_CZAG01000009.1,NZ_CZAG01000010.1,NZ_CZAG01000012.1,NZ_CZAG01000014.1,NZ_CZAG01000015.1,NZ_CZAG01000017.1,NZ_DS362223.1,NZ_DS362233.1,NZ_DS362236.1,NZ_DS362238.1,NZ_DS362239.1,NZ_DS362240.1,NZ_DS362242.1,NZ_DS362244.1,NZ_DS362245.1,NZ_DS362246.1,NZ_DS362247.1,NZ_DS362248.1,NZ_DS362249.1,NZ_DS499580.1,NZ_DS499673.1,NZ_DS499674.1,NZ_DS499677.1,NZ_DS990260.1,NZ_DS990262.1,NZ_DS995474.1,NZ_DS995476.1,NZ_DS995479.1,NZ_EQ973355.1,NZ_EQ973359.1,NZ_EQ973378.1,NZ_EQ973639.1,NZ_FBWL01000026.1,NZ_FBWL01000034.1,NZ_FBWL01000068.1,NZ_FBWL01000069.1,NZ_FBWL01000094.1,NZ_FBWN01000091.1,NZ_FBWN01000124.1,NZ_FBWN01000125.1,NZ_FBWN01000183.1,NZ_FBWN01000240.1,NZ_FBWO01000116.1,NZ_FNNN01000001.1,NZ_FNNN01000021.1,NZ_FNVV01000014.1,NZ_FNWD01000002.1,NZ_FOBY01000003.1,NZ_FOIM01000033.1,NZ_FPKD01000001.1,NZ_FQLR01000004.1,NZ_FQXY01000006.1,NZ_FQXY01000010.1,NZ_FUGH01000008.1,NZ_FUGH01000009.1,NZ_FUGH01000109.1,NZ_FUGH01000164.1,NZ_FUKO01000002.1,NZ_FXLQ01000029.1,NZ_FXXL01000007.1,NZ_GG692710.1,NZ_GG698741.1,NZ_GG705230.1,NZ_GG705237.1,NZ_GG730105.1,NZ_GG730106.1,NZ_GG730107.1,NZ_GG730108.1,NZ_GG774806.1,NZ_GG774832.1,NZ_GG774955.1,NZ_GG774972.1,NZ_GG775004.1,NZ_GL622500.1,NZ_GL622501.1,NZ_GL622502.1,NZ_GL622504.1,NZ_GL622505.1,NZ_GL622506.1,NZ_GL622508.1,NZ_GL622509.1,NZ_GL622518.1,NZ_GL622538.1,NZ_GL622539.1,NZ_GL622541.1,NZ_GL622544.1,NZ_GL622548.1,NZ_GL622550.1,NZ_GL622551.1,NZ_GL635673.1,NZ_GL882584.1,NZ_GL882585.1,NZ_GL882608.1,NZ_GL882611.1,NZ_GL882614.1,NZ_GL882633.1,NZ_GL882646.1,NZ_GL882647.1,NZ_GL882687.1,NZ_GL882688.1,NZ_GL882693.1,NZ_GL945333.1,NZ_GL945344.1,NZ_HE611014.1,NZ_HE978578.1,NZ_HE978647.1,NZ_HE978648.1,NZ_JAGH01000004.1,NZ_JAGH01000005.1,NZ_JAGQ01000002.1,NZ_JANI01000029.1,NZ_JAQB01000008.1,NZ_JGYX01000001.1,NZ_JGYX01000002.1,NZ_JGYX01000005.1,NZ_JGYX01000007.1,NZ_JGZJ01000001.1,NZ_JGZJ01000004.1,NZ_JGZJ01000005.1,NZ_JGZJ01000007.1,NZ_JGZJ01000008.1,NZ_JGZJ01000010.1,NZ_JGZM01000001.1,NZ_JGZM01000002.1,NZ_JGZM01000005.1,NZ_JGZM01000008.1,NZ_JH114352.1,NZ_JH114379.1,NZ_JH114381.1,NZ_JH114386.1,NZ_JH126467.1,NZ_JH126468.1,NZ_JH126469.1,NZ_JH126470.1,NZ_JH126471.1,NZ_JH126472.1,NZ_JH126473.1,NZ_JH126474.1,NZ_JH126475.1,NZ_JH126481.1,NZ_JH126483.1,NZ_JH126484.1,NZ_JH376628.1,NZ_JH379377.1,NZ_JH470425.1,NZ_JH590868.1,NZ_JH590870.1,NZ_JH590892.1,NZ_JH599901.1,NZ_JH636018.1,NZ_JH636029.1,NZ_JH636035.1,NZ_JH660540.1,NZ_JH660541.1,NZ_JH660545.1,NZ_JH724314.1,NZ_JH815271.1,NZ_JH815273.1,NZ_JH976465.1,NZ_JH976466.1,NZ_JH976467.1,NZ_JH976468.1,NZ_JH992940.1,NZ_JH992945.1,NZ_JH992946.1,NZ_JNWO01000011.1,NZ_JNWP01000113.1,NZ_JNWQ01000072.1,NZ_JNXC01000202.1,NZ_JOAW01000753.1,NZ_JOAW01000758.1,NZ_JOBE01000064.1,NZ_JOBE01000104.1,NZ_JOEM01000045.1,NZ_JOEQ01000146.1,NZ_JOFP01000003.1,NZ_JOFU01000036.1,NZ_JOFX01000314.1,NZ_JOHO01000020.1,NZ_JOHV01000056.1,NZ_JOHV01000074.1,NZ_JOIY01000035.1,NZ_JPIU01000040.1,NZ_JPLE01000184.1,NZ_KB822571.1,NZ_KB894130.1,NZ_KB894137.1,NZ_KB894166.1,NZ_KB894541.1,NZ_KB905466.1,NZ_KB905472.1,NZ_KB905487.1,NZ_KB905490.1,NZ_KE136722.1,NZ_KE137149.1,NZ_KE137292.1,NZ_KE137316.1,NZ_KE138677.1,NZ_KE159493.1,NZ_KE159504.1,NZ_KE159506.1,NZ_KE159509.1,NZ_KE386488.1,NZ_KE992493.1,NZ_KE992569.1,NZ_KI440802.1,NZ_KN214134.1,NZ_KN214135.1,NZ_KN214147.1,NZ_KN714346.1,NZ_KN714368.1,NZ_KQ033921.1,NZ_KQ235739.1,NZ_KQ235741.1,NZ_KQ235745.1,NZ_KQ235746.1,NZ_KQ235749.1,NZ_KQ235758.1,NZ_KQ236955.1,NZ_KQ968692.1,NZ_KQ968722.1,NZ_KQ968725.1,NZ_KQ968734.1,NZ_KV804269.1,NZ_KV804336.1,NZ_KV804345.1,NZ_KV806155.1,NZ_KV806183.1,NZ_KV820057.1,NZ_LAJE02000093.1,NZ_LATB01000232.1,NZ_LFHY01000002.1,NZ_LFHY01000003.1,NZ_LFHY01000004.1,NZ_LFHY01000005.1,NZ_LFHY01000011.1,NZ_LFHY01000012.1,NZ_LFHY01000013.1,NZ_LFHY01000017.1,NZ_LFHY01000025.1,NZ_LFIL01000032.1,NZ_LFIL01000033.1,NZ_LFIO01000801.1,NZ_LFQU01000010.1,NZ_LGAJ01000003.1,NZ_LIFT01000034.1,NZ_LLXO01000037.1,NZ_LN609286.1,NZ_LN609287.1,NZ_LN609288.1,NZ_LOMM01000001.1,NZ_LSJP01000225.1,NZ_LT556036.1,NZ_LT635837.1,NZ_LT635838.1,NZ_LT670820.1,NZ_LT671417.1,NZ_LT700189.1,NZ_LT700190.1,NZ_LT700191.1,NZ_LT700192.1,NZ_LT707006.1,NZ_LT838843.1,NZ_LT906474.1,NZ_LT960488.1,NZ_LT960490.1,NZ_LUKD01000011.1,NZ_LXEU01000015.1,NZ_LZSQ01000106.1,NZ_LZST01000173.1,NZ_LZST01000178.1,NZ_LZSV01000021.1,NZ_LZSW01000067.1,NZ_LZSZ01000039.1,NZ_LZTD01000089.1,NZ_LZTD01000102.1,NZ_LZTE01000057.1,NZ_MDER01000097.1,NZ_MDJQ01000001.1,NZ_MJIQ01000027.1,NZ_MJIR01000013.1,NZ_MJIR01000015.1,NZ_MJIR01000020.1,NZ_MJIR01000025.1,NZ_MJIR01000026.1,NZ_MJIR01000035.1,NZ_MJIR01000043.1,NZ_MJIR01000046.1,NZ_MJIR01000055.1,NZ_MJIR01000084.1,NZ_MJIR01000087.1,NZ_MJIR01000094.1,NZ_MJIR01000103.1,NZ_MNBD01000106.1,NZ_MSJS02000005.1,NZ_MSJS02000030.1,NZ_MSJS02000033.1,NZ_MSJS02000043.1,NZ_MSJS02000060.1,NZ_MSJS02000079.1,NZ_MTCI01000102.1,NZ_MWWQ01000006.1,NZ_NBNR01000181.1,NZ_NFIQ01000049.1,NZ_NFJE01000032.1,NZ_NFJR01000003.1,NZ_NFJV01000003.1,NZ_NFJV01000022.1,NZ_NFJW01000003.1,NZ_NFJW01000014.1,NZ_NKXR01000001.1,NZ_NKXR01000002.1,NZ_NKXR01000009.1,NZ_NKXR01000015.1,NZ_NKXR01000016.1,NZ_NKXR01000019.1,NZ_NOKQ01000269.1,NZ_NPJG01000054.1,NZ_NQMG01000026.1,NZ_NQMH01000001.1,NZ_NVPT01000179.1,NZ_NXNL01000001.1,NZ_OBMS01000003.1,NZ_OBMS01000004.1,NZ_OBMS01000005.1,NZ_OBMS01000006.1,NZ_OBMS01000008.1,NZ_OBMS01000009.1,NZ_OBMS01000010.1,NZ_OBMS01000011.1,NZ_OBMS01000012.1,NZ_OBMS01000014.1,NZ_OBMS01000015.1,NZ_OBMS01000016.1,NZ_OBMS01000020.1,NZ_OBMS01000022.1,NZ_OBMS01000027.1,NZ_OBMS01000031.1,NZ_OBMS01000032.1,NZ_OBMS01000034.1,NZ_OBMS01000035.1,NZ_OBMS01000042.1,NZ_OEST01000001.1,NZ_OEST01000003.1,NZ_OEST01000004.1,NZ_OEST01000008.1
NZ_AAVN02000001.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_AAVN02000003.1,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_AAVN02000004.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_AAVN02000005.1,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_AAVN02000006.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_AAVN02000007.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_AAVN02000008.1,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_AAVN02000009.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_AAVN02000016.1,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_AAVN02000020.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_AEJV01000028.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_AEJV01000246.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_AEJW01000021.1,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_AEJW01000163.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_AEJW01000306.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_AEJW01000341.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
